//-Custom Edits-
// ∏  ¿Ã∏ß 	range	scope 	range_IN	rotationFrom 	rotationTo	rotation_IN	altitudeFrom	altitudeTo	altitude_IN
//map_name	zoom_in	zoom_out	default_zoom_at_that_map	??	??	default_rotation	shift_camera_angle_downwards	shift_camera_angle_upwards	default_shift_camera_angle_downwards
sec_pri.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
siege_test.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
slabw01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_cor.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_os.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_rudus.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_rudus2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_rudus3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
spl_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
spl_fild02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
spl_fild03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
spl_in01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
spl_in02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
splendide.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
star_frst.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
star_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sword_1-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sword_2-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sword_3-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
t_crack.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_alde_gld.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_aldecas1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_aldecas2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_aldecas3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_aldecas4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_aldecas5.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prt_gld.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prtcas01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prtcas02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prtcas03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prtcas04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
te_prtcas05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
teg_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
teg_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_scene01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t06.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t07.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t08.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t09.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t10.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t11.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tha_t12.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thana_boss.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thana_scene01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thana_step.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thor_camp.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thor_v01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thor_v02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
thor_v03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
treasure_n1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
treasure_n2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
treasure01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
treasure02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_d03_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_d04_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tur_dun06.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_e_16.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_e_4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_e_8.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_n_1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_n_16.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_n_4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_n_8.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
turbo_room.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_fild02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_fild03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_fild04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
um_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
umbala.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
un_bk_q.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
un_bunker.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
un_myst.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
valkyrie.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild06.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_fild07.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ve_in02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
veins.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ver_eju.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ver_tunn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
verus01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
verus02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
verus03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
verus04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
vis_h01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
vis_h02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
vis_h03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
vis_h04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wizard_1-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wizard_2-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wizard_3-1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wnb_b_01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wnb_b_02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wnb_b_03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wnb_b_04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
x_lhz.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
x_prt.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
x_ra.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
xmas.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
xmas_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
xmas_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
xmas_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
xmas_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
y_airport.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yggdrasil01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild06.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild07.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild08.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild09.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild10.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild11.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_fild12.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_in01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_in02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_in03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_in04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_in05.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
yuno_pre.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
z_agit.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//17.2 Update									
prt_mz03_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@ffp.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@infi.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@gl_he.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@gl_prq.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
paramk.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
abyss_04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
odin_past.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ein_dun03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_lost.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_maison.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_go.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_lib.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_in01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_bath.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_chess.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_pw01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_pw02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_pw03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_2whs01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ba_2whs02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@lost.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@ghg.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@herbs.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@bamq.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@bamn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//4th job update									
//source: https://www.divine-pride.net/forum/index.php?%2Ftopic%2F7122-iro-changelog-september-07-2023%2F									
1@4inq.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
tra_fild.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
job4_mag.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4igd.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4cdn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4mst.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
job4_bio.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
job4_tro.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4drk.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4win.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4sac.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
grademk.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
nif_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
amicitia1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
sp_rudus4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4mag.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
amicitia2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@4tro.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
nif_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Edda Biolab, Old Glast Heim Challenge Mode, Geffen Night Arena update									
1@ge_sn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Airship Crash, Tomb of Remorse, Thanatos Tower Revamp update									
1@mjo1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@mjo2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@spa2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
2@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
3@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
4@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
5@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
6@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
7@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
8@thts.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Sonic Collaboration Event Update									
1@vrsn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//illusion underwater update									
que_san04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
iz_d05_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
iz_d04_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Ep 18 update									
gw_fild01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@adv.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
2@nyr.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@nyr.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@tcamp.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
que_thr.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@oz.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
oz_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
gw_fild02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
wolfvill.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
oz_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@advs.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//illusion of twins update									
ant_d02_i.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Varmundt Biosphere update									
bl_death.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bl_lava.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bl_grass.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bl_ice.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Clock Tower Basement update									
1@exsh.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@exse.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
2@exds.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@exds.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@exsr.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@exnw.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@exhn.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
clock_01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
int_land01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
int_land02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
int_land03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
int_land04.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
int_land.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Constellation Tower and Sunken Tower update									
1@ch_u.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@ch_t.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
2@ch_t.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
3@ch_t.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Varmundt Biosphere update 2									
bl_soul.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bl_temple.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bl_venom.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Lvl 260 update									
hero_in1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_in2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_in3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_in4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_out1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_out2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_out3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_out4.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_ent1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_ent2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_ent3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_lb.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_tra.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
hero_dun1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
herosria.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
prt_elib.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
ra_pol01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
mjo_wst01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
httyd_01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
httyd_02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//iRO Weekend Race Mt. Mjolnir Derby Race									
iroweekrace.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Ep 19 update									
air_if.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_ab02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
icecastle.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@jorchs.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_nest.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_ab01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_back3.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_dun03.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@whl.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@jorlab.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_que.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_back1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_tail.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
icas_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
jor_back2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@iwp.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Battle Pass Season 2 Update									
bphunt_low.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bphunt_mid.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
bphunt_high.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
x_prt_evt.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
x_prt_in.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Garden of Time Update									
1@vrev.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrhha.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrcas.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrgen.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrac1.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrac2.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@f_lake.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
vr_bob.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrclo.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
2@vrclo.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
for_dun02.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
for_dun01.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
t_garden.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@ba_go.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
1@vrpo.rsw#	10#	1200#	500#	-360#	360#	0#	-1#	-66#	-65#
//Edited by FishDeity (Jan 16 2026)
//-Custom Edits End Here-
